"tipo_vehiculo","anio_transferencia","mes_transferencia","provincia_transferencia","letra_provincia_transferencia","cantidad_transferencias","provincia_id"
"Automotores",2021,11,"Jujuy","Y",945,"38"
"Automotores",2021,11,"La Pampa","L",2268,"42"
"Automotores",2021,11,"La Rioja","F",625,"46"
"Automotores",2021,11,"Mendoza","M",7504,"50"
"Automotores",2021,11,"Misiones","N",2565,"54"
"Automotores",2021,11,"Neuquén","Q",3256,"58"
"Automotores",2021,11,"Río Negro","R",3033,"62"
"Automotores",2021,11,"Salta","A",1786,"66"
"Automotores",2021,11,"San Juan","J",1794,"70"
"Automotores",2021,11,"San Luis","D",2175,"74"
"Automotores",2021,11,"Santa Cruz","Z",1361,"78"
"Automotores",2021,11,"Santa Fe","S",14026,"82"
"Automotores",2021,11,"Santiago del Estero","G",960,"86"
"Automotores",2021,11,"Tierra del Fuego","V",960,"94"
"Automotores",2021,11,"Tucumán","T",3003,"90"
"Automotores",2021,12,"Buenos Aires","B",56507,"06"
"Automotores",2021,12,"Catamarca","K",564,"10"
"Automotores",2021,12,"Chaco","H",2130,"22"
"Automotores",2021,12,"Chubut","U",2895,"26"
"Automotores",2021,12,"Ciudad Autónoma de Bs.As.","C",14709,"02"
"Automotores",2021,12,"Córdoba","X",16899,"14"
"Automotores",2021,12,"Corrientes","W",2690,"18"
"Automotores",2021,12,"Entre Ríos","E",6276,"30"
"Automotores",2021,12,"Formosa","P",762,"34"
"Automotores",2021,12,"Jujuy","Y",1033,"38"
"Automotores",2021,12,"La Pampa","L",2298,"42"
"Automotores",2021,12,"La Rioja","F",788,"46"
"Automotores",2021,12,"Mendoza","M",7121,"50"
"Automotores",2021,12,"Misiones","N",2641,"54"
"Automotores",2021,12,"Neuquén","Q",3204,"58"
"Automotores",2021,12,"Río Negro","R",3082,"62"
"Automotores",2021,12,"Salta","A",1795,"66"
"Automotores",2021,12,"San Juan","J",1892,"70"
"Automotores",2021,12,"San Luis","D",2215,"74"
"Automotores",2021,12,"Santa Cruz","Z",1452,"78"
"Automotores",2021,12,"Santa Fe","S",14133,"82"
"Automotores",2021,12,"Santiago del Estero","G",942,"86"
"Automotores",2021,12,"Tierra del Fuego","V",1078,"94"
"Automotores",2021,12,"Tucumán","T",3275,"90"
"Automotores",2022,1,"Buenos Aires","B",45138,"06"
"Automotores",2022,1,"Catamarca","K",492,"10"
"Automotores",2022,1,"Chaco","H",1773,"22"
"Automotores",2022,1,"Chubut","U",2268,"26"
"Automotores",2022,1,"Ciudad Autónoma de Bs.As.","C",11374,"02"
"Automotores",2022,1,"Córdoba","X",13265,"14"
"Automotores",2022,1,"Corrientes","W",2147,"18"
"Automotores",2022,1,"Entre Ríos","E",5033,"30"
"Automotores",2022,1,"Formosa","P",692,"34"
"Automotores",2022,1,"Jujuy","Y",886,"38"
"Automotores",2022,1,"La Pampa","L",1726,"42"
"Automotores",2022,1,"La Rioja","F",543,"46"
"Automotores",2022,1,"Mendoza","M",5433,"50"
"Automotores",2022,1,"Misiones","N",2126,"54"
"Automotores",2022,1,"Neuquén","Q",2500,"58"
"Automotores",2022,1,"Río Negro","R",2432,"62"
"Automotores",2022,1,"Salta","A",1431,"66"
"Automotores",2022,1,"San Juan","J",1500,"70"
"Automotores",2022,1,"San Luis","D",1781,"74"
"Automotores",2022,1,"Santa Cruz","Z",1084,"78"
"Automotores",2022,1,"Santa Fe","S",10356,"82"
"Automotores",2022,1,"Santiago del Estero","G",816,"86"
"Automotores",2022,1,"Tierra del Fuego","V",749,"94"
"Automotores",2022,1,"Tucumán","T",2333,"90"
"Automotores",2022,2,"Buenos Aires","B",46392,"06"
"Automotores",2022,2,"Catamarca","K",468,"10"
"Automotores",2022,2,"Chaco","H",1736,"22"
"Automotores",2022,2,"Chubut","U",2283,"26"
"Automotores",2022,2,"Ciudad Autónoma de Bs.As.","C",12066,"02"
"Automotores",2022,2,"Córdoba","X",14281,"14"
"Automotores",2022,2,"Corrientes","W",2056,"18"
"Automotores",2022,2,"Entre Ríos","E",4899,"30"
"Automotores",2022,2,"Formosa","P",594,"34"
"Automotores",2022,2,"Jujuy","Y",884,"38"
"Automotores",2022,2,"La Pampa","L",1932,"42"
"Automotores",2022,2,"La Rioja","F",493,"46"
"Automotores",2022,2,"Mendoza","M",5887,"50"
"Automotores",2022,2,"Misiones","N",1814,"54"
"Automotores",2022,2,"Neuquén","Q",2642,"58"
"Automotores",2022,2,"Río Negro","R",2427,"62"
"Automotores",2022,2,"Salta","A",1366,"66"
"Automotores",2022,2,"San Juan","J",1554,"70"
"Automotores",2022,2,"San Luis","D",1733,"74"
"Automotores",2022,2,"Santa Cruz","Z",935,"78"
"Automotores",2022,2,"Santa Fe","S",11473,"82"
"Automotores",2022,2,"Santiago del Estero","G",813,"86"
"Automotores",2022,2,"Tierra del Fuego","V",688,"94"
"Automotores",2022,2,"Tucumán","T",2242,"90"
"Automotores",2022,3,"Buenos Aires","B",53989,"06"
"Automotores",2022,3,"Catamarca","K",517,"10"
"Automotores",2022,3,"Chaco","H",1780,"22"
"Automotores",2022,3,"Chubut","U",2643,"26"
"Automotores",2022,3,"Ciudad Autónoma de Bs.As.","C",13752,"02"
"Automotores",2022,3,"Córdoba","X",16685,"14"
"Automotores",2022,3,"Corrientes","W",2283,"18"
"Automotores",2022,3,"Entre Ríos","E",5905,"30"
"Automotores",2022,3,"Formosa","P",697,"34"
"Automotores",2022,3,"Jujuy","Y",868,"38"
"Automotores",2022,3,"La Pampa","L",2197,"42"
"Automotores",2022,3,"La Rioja","F",589,"46"
"Automotores",2022,3,"Mendoza","M",7150,"50"
"Automotores",2022,3,"Misiones","N",2054,"54"
"Automotores",2022,3,"Neuquén","Q",3009,"58"
"Automotores",2022,3,"Río Negro","R",2873,"62"
"Automotores",2022,3,"Salta","A",1446,"66"
"Automotores",2022,3,"San Juan","J",1802,"70"
"Automotores",2022,3,"San Luis","D",1903,"74"
"Automotores",2022,3,"Santa Cruz","Z",1077,"78"
"Automotores",2022,3,"Santa Fe","S",12875,"82"
"Automotores",2022,3,"Santiago del Estero","G",903,"86"
"Automotores",2022,3,"Tierra del Fuego","V",793,"94"
"Automotores",2022,3,"Tucumán","T",2465,"90"
"Automotores",2022,4,"Buenos Aires","B",50062,"06"
"Automotores",2022,4,"Catamarca","K",485,"10"
"Automotores",2022,4,"Chaco","H",1621,"22"
"Automotores",2022,4,"Chubut","U",2357,"26"
"Automotores",2022,4,"Ciudad Autónoma de Bs.As.","C",13065,"02"
"Automotores",2022,4,"Córdoba","X",15504,"14"
"Automotores",2022,4,"Corrientes","W",2001,"18"
"Automotores",2022,4,"Entre Ríos","E",5468,"30"
"Automotores",2022,4,"Formosa","P",583,"34"
"Automotores",2022,4,"Jujuy","Y",862,"38"
"Automotores",2022,4,"La Pampa","L",2016,"42"
"Automotores",2022,4,"La Rioja","F",566,"46"
"Automotores",2022,4,"Mendoza","M",6648,"50"
"Automotores",2022,4,"Misiones","N",1963,"54"
"Automotores",2022,4,"Neuquén","Q",2809,"58"
"Automotores",2022,4,"Río Negro","R",2620,"62"
"Automotores",2022,4,"Salta","A",1376,"66"
"Automotores",2022,4,"San Juan","J",1653,"70"
"Automotores",2022,4,"San Luis","D",1857,"74"
"Automotores",2022,4,"Santa Cruz","Z",959,"78"
"Automotores",2022,4,"Santa Fe","S",12087,"82"
"Automotores",2022,4,"Santiago del Estero","G",770,"86"
"Automotores",2022,4,"Tierra del Fuego","V",786,"94"
"Automotores",2022,4,"Tucumán","T",2293,"90"
"Automotores",2022,5,"Buenos Aires","B",52407,"06"
"Automotores",2022,5,"Catamarca","K",485,"10"
"Automotores",2022,5,"Chaco","H",1855,"22"
"Automotores",2022,5,"Chubut","U",2482,"26"
"Automotores",2022,5,"Ciudad Autónoma de Bs.As.","C",14191,"02"
"Automotores",2022,5,"Córdoba","X",16387,"14"
"Automotores",2022,5,"Corrientes","W",2210,"18"
"Automotores",2022,5,"Entre Ríos","E",5665,"30"
"Automotores",2022,5,"Formosa","P",632,"34"
"Automotores",2022,5,"Jujuy","Y",902,"38"
"Automotores",2022,5,"La Pampa","L",2157,"42"
"Automotores",2022,5,"La Rioja","F",593,"46"
"Automotores",2022,5,"Mendoza","M",7233,"50"
"Automotores",2022,5,"Misiones","N",2096,"54"
"Automotores",2022,5,"Neuquén","Q",3005,"58"
"Automotores",2022,5,"Río Negro","R",2765,"62"
"Automotores",2022,5,"Salta","A",1497,"66"
"Automotores",2022,5,"San Juan","J",1725,"70"
"Automotores",2022,5,"San Luis","D",1796,"74"
"Automotores",2022,5,"Santa Cruz","Z",1044,"78"
"Automotores",2022,5,"Santa Fe","S",13271,"82"
"Automotores",2022,5,"Santiago del Estero","G",875,"86"
"Automotores",2022,5,"Tierra del Fuego","V",808,"94"
"Automotores",2022,5,"Tucumán","T",2510,"90"
"Automotores",2022,6,"Buenos Aires","B",50463,"06"
"Automotores",2022,6,"Catamarca","K",475,"10"
"Automotores",2022,6,"Chaco","H",1796,"22"
"Automotores",2022,6,"Chubut","U",2336,"26"
"Automotores",2022,6,"Ciudad Autónoma de Bs.As.","C",13189,"02"
"Automotores",2022,6,"Córdoba","X",15905,"14"
"Automotores",2022,6,"Corrientes","W",2252,"18"
"Automotores",2022,6,"Entre Ríos","E",5518,"30"
"Automotores",2022,6,"Formosa","P",611,"34"
"Automotores",2022,6,"Jujuy","Y",839,"38"
"Automotores",2022,6,"La Pampa","L",2193,"42"
"Automotores",2022,6,"La Rioja","F",620,"46"
"Automotores",2022,6,"Mendoza","M",7016,"50"
"Automotores",2022,6,"Misiones","N",2232,"54"
"Automotores",2022,6,"Neuquén","Q",2894,"58"
"Automotores",2022,6,"Río Negro","R",2706,"62"
"Automotores",2022,6,"Salta","A",1504,"66"
"Automotores",2022,6,"San Juan","J",1613,"70"
"Automotores",2022,6,"San Luis","D",1899,"74"
"Automotores",2022,6,"Santa Cruz","Z",973,"78"
"Automotores",2022,6,"Santa Fe","S",13127,"82"
"Automotores",2022,6,"Santiago del Estero","G",913,"86"
"Automotores",2022,6,"Tierra del Fuego","V",665,"94"
"Automotores",2022,6,"Tucumán","T",2398,"90"
"Automotores",2022,7,"Buenos Aires","B",55799,"06"
"Automotores",2022,7,"Catamarca","K",564,"10"
"Automotores",2022,7,"Chaco","H",2069,"22"
"Automotores",2022,7,"Chubut","U",2381,"26"
"Automotores",2022,7,"Ciudad Autónoma de Bs.As.","C",13930,"02"
"Automotores",2022,7,"Córdoba","X",17097,"14"
"Automotores",2022,7,"Corrientes","W",2608,"18"
"Automotores",2022,7,"Entre Ríos","E",5991,"30"
"Automotores",2022,7,"Formosa","P",751,"34"
"Automotores",2022,7,"Jujuy","Y",993,"38"
"Automotores",2022,7,"La Pampa","L",2288,"42"
"Automotores",2022,7,"La Rioja","F",677,"46"
"Automotores",2022,7,"Mendoza","M",7021,"50"
"Automotores",2022,7,"Misiones","N",2473,"54"
"Automotores",2022,7,"Neuquén","Q",3215,"58"
"Automotores",2022,7,"Río Negro","R",2912,"62"
"Automotores",2022,7,"Salta","A",1677,"66"
"Automotores",2022,7,"San Juan","J",2047,"70"
"Automotores",2022,7,"San Luis","D",2097,"74"
"Automotores",2022,7,"Santa Cruz","Z",1165,"78"
"Automotores",2022,7,"Santa Fe","S",14027,"82"
"Automotores",2022,7,"Santiago del Estero","G",953,"86"
"Automotores",2022,7,"Tierra del Fuego","V",721,"94"
"Automotores",2022,7,"Tucumán","T",2727,"90"
"Automotores",2022,8,"Buenos Aires","B",53474,"06"
"Automotores",2022,8,"Catamarca","K",512,"10"
"Automotores",2022,8,"Chaco","H",2084,"22"
"Automotores",2022,8,"Chubut","U",2681,"26"
"Automotores",2022,8,"Ciudad Autónoma de Bs.As.","C",13195,"02"
"Automotores",2022,8,"Córdoba","X",17357,"14"
"Automotores",2022,8,"Corrientes","W",2518,"18"
"Automotores",2022,8,"Entre Ríos","E",6224,"30"
"Automotores",2022,8,"Formosa","P",768,"34"
"Automotores",2022,8,"Jujuy","Y",958,"38"
"Automotores",2022,8,"La Pampa","L",2155,"42"
"Automotores",2022,8,"La Rioja","F",714,"46"
"Automotores",2022,8,"Mendoza","M",7390,"50"
"Automotores",2022,8,"Misiones","N",2450,"54"
"Automotores",2022,8,"Neuquén","Q",3320,"58"
"Automotores",2022,8,"Río Negro","R",2908,"62"
"Automotores",2022,8,"Salta","A",1605,"66"
"Automotores",2022,8,"San Juan","J",2032,"70"
"Automotores",2022,8,"San Luis","D",1967,"74"
"Automotores",2022,8,"Santa Cruz","Z",1162,"78"
"Automotores",2022,8,"Santa Fe","S",13709,"82"
"Automotores",2022,8,"Santiago del Estero","G",983,"86"
"Automotores",2022,8,"Tierra del Fuego","V",755,"94"
"Automotores",2022,8,"Tucumán","T",2832,"90"
"Automotores",2022,9,"Buenos Aires","B",51712,"06"
"Automotores",2022,9,"Catamarca","K",557,"10"
"Automotores",2022,9,"Chaco","H",2037,"22"
"Automotores",2022,9,"Chubut","U",2408,"26"
"Automotores",2022,9,"Ciudad Autónoma de Bs.As.","C",13697,"02"
"Automotores",2022,9,"Córdoba","X",16043,"14"
"Automotores",2022,9,"Corrientes","W",2384,"18"
"Automotores",2022,9,"Entre Ríos","E",5615,"30"
"Automotores",2022,9,"Formosa","P",704,"34"
"Automotores",2022,9,"Jujuy","Y",890,"38"
"Automotores",2022,9,"La Pampa","L",2210,"42"
"Automotores",2022,9,"La Rioja","F",580,"46"
"Automotores",2022,9,"Mendoza","M",6810,"50"
"Automotores",2022,9,"Misiones","N",2278,"54"
"Automotores",2022,9,"Neuquén","Q",2968,"58"
"Automotores",2022,9,"Río Negro","R",2852,"62"
"Automotores",2022,9,"Salta","A",1406,"66"
"Automotores",2022,9,"San Juan","J",1851,"70"
"Automotores",2022,9,"San Luis","D",1933,"74"
"Automotores",2022,9,"Santa Cruz","Z",1058,"78"
"Automotores",2022,9,"Santa Fe","S",12710,"82"
"Automotores",2022,9,"Santiago del Estero","G",965,"86"
"Automotores",2022,9,"Tierra del Fuego","V",746,"94"
"Automotores",2022,9,"Tucumán","T",2553,"90"
"Automotores",2022,10,"Buenos Aires","B",45692,"06"
"Automotores",2022,10,"Catamarca","K",444,"10"
"Automotores",2022,10,"Chaco","H",1624,"22"
"Automotores",2022,10,"Chubut","U",2119,"26"
"Automotores",2022,10,"Ciudad Autónoma de Bs.As.","C",11617,"02"
"Automotores",2022,10,"Córdoba","X",13897,"14"
"Automotores",2022,10,"Corrientes","W",2169,"18"
"Automotores",2022,10,"Entre Ríos","E",4930,"30"
"Automotores",2022,10,"Formosa","P",573,"34"
"Automotores",2022,10,"Jujuy","Y",796,"38"
"Automotores",2022,10,"La Pampa","L",1735,"42"
"Automotores",2022,10,"La Rioja","F",520,"46"
"Automotores",2022,10,"Mendoza","M",5506,"50"
"Automotores",2022,10,"Misiones","N",1997,"54"
"Automotores",2022,10,"Neuquén","Q",2646,"58"
"Automotores",2022,10,"Río Negro","R",2310,"62"
"Automotores",2022,10,"Salta","A",1432,"66"
"Automotores",2022,10,"San Juan","J",1578,"70"
"Automotores",2022,10,"San Luis","D",1528,"74"
"Automotores",2022,10,"Santa Cruz","Z",950,"78"
"Automotores",2022,10,"Santa Fe","S",10605,"82"
"Automotores",2022,10,"Santiago del Estero","G",807,"86"
"Automotores",2022,10,"Tierra del Fuego","V",584,"94"
"Automotores",2022,10,"Tucumán","T",2169,"90"
"Automotores",2022,11,"Buenos Aires","B",49369,"06"
"Automotores",2022,11,"Catamarca","K",457,"10"
"Automotores",2022,11,"Chaco","H",1844,"22"
"Automotores",2022,11,"Chubut","U",2294,"26"
"Automotores",2022,11,"Ciudad Autónoma de Bs.As.","C",12961,"02"
"Automotores",2022,11,"Córdoba","X",14820,"14"
"Automotores",2022,11,"Corrientes","W",2131,"18"
"Automotores",2022,11,"Entre Ríos","E",5006,"30"
"Automotores",2022,11,"Formosa","P",634,"34"
"Automotores",2022,11,"Jujuy","Y",896,"38"
"Automotores",2022,11,"La Pampa","L",1718,"42"
"Automotores",2022,11,"La Rioja","F",544,"46"
"Automotores",2022,11,"Mendoza","M",5882,"50"
"Automotores",2022,11,"Misiones","N",1980,"54"
"Automotores",2022,11,"Neuquén","Q",2975,"58"
"Automotores",2022,11,"Río Negro","R",2605,"62"
"Automotores",2022,11,"Salta","A",1515,"66"
"Automotores",2022,11,"San Juan","J",1486,"70"
"Automotores",2022,11,"San Luis","D",1608,"74"
"Automotores",2022,11,"Santa Cruz","Z",1239,"78"
"Automotores",2022,11,"Santa Fe","S",11246,"82"
"Automotores",2022,11,"Santiago del Estero","G",756,"86"
"Automotores",2022,11,"Tierra del Fuego","V",765,"94"
"Automotores",2022,11,"Tucumán","T",2465,"90"
"Automotores",2022,12,"Buenos Aires","B",43074,"06"
"Automotores",2022,12,"Catamarca","K",419,"10"
"Automotores",2022,12,"Chaco","H",1684,"22"
"Automotores",2022,12,"Chubut","U",2007,"26"
"Automotores",2022,12,"Ciudad Autónoma de Bs.As.","C",12006,"02"
"Automotores",2022,12,"Córdoba","X",13536,"14"
"Automotores",2022,12,"Corrientes","W",2033,"18"
"Automotores",2022,12,"Entre Ríos","E",4686,"30"
"Automotores",2022,12,"Formosa","P",639,"34"
"Automotores",2022,12,"Jujuy","Y",922,"38"
"Automotores",2022,12,"La Pampa","L",1772,"42"
"Automotores",2022,12,"La Rioja","F",536,"46"
"Automotores",2022,12,"Mendoza","M",5429,"50"
"Automotores",2022,12,"Misiones","N",2116,"54"
"Automotores",2022,12,"Neuquén","Q",2766,"58"
"Automotores",2022,12,"Río Negro","R",2433,"62"
"Automotores",2022,12,"Salta","A",1480,"66"
"Automotores",2022,12,"San Juan","J",1469,"70"
"Automotores",2022,12,"San Luis","D",1627,"74"
"Automotores",2022,12,"Santa Cruz","Z",1242,"78"
"Automotores",2022,12,"Santa Fe","S",10432,"82"
"Automotores",2022,12,"Santiago del Estero","G",823,"86"
"Automotores",2022,12,"Tierra del Fuego","V",784,"94"
"Automotores",2022,12,"Tucumán","T",2232,"90"
"Automotores",2023,1,"Buenos Aires","B",51084,"06"
"Automotores",2023,1,"Catamarca","K",506,"10"
"Automotores",2023,1,"Chaco","H",2009,"22"
"Automotores",2023,1,"Chubut","U",2550,"26"
"Automotores",2023,1,"Ciudad Autónoma de Bs.As.","C",12946,"02"
"Automotores",2023,1,"Córdoba","X",15255,"14"
"Automotores",2023,1,"Corrientes","W",2363,"18"
"Automotores",2023,1,"Entre Ríos","E",5165,"30"
"Automotores",2023,1,"Formosa","P",818,"34"
"Automotores",2023,1,"Jujuy","Y",977,"38"
"Automotores",2023,1,"La Pampa","L",2067,"42"
"Automotores",2023,1,"La Rioja","F",603,"46"
"Automotores",2023,1,"Mendoza","M",6632,"50"
"Automotores",2023,1,"Misiones","N",2316,"54"
"Automotores",2023,1,"Neuquén","Q",3060,"58"
"Automotores",2023,1,"Río Negro","R",2619,"62"
"Automotores",2023,1,"Salta","A",1666,"66"
"Automotores",2023,1,"San Juan","J",1767,"70"
"Automotores",2023,1,"San Luis","D",1704,"74"
"Automotores",2023,1,"Santa Cruz","Z",1267,"78"
"Automotores",2023,1,"Santa Fe","S",11445,"82"
"Automotores",2023,1,"Santiago del Estero","G",946,"86"
"Automotores",2023,1,"Tierra del Fuego","V",764,"94"
"Automotores",2023,1,"Tucumán","T",2572,"90"
"Automotores",2023,2,"Buenos Aires","B",42936,"06"
"Automotores",2023,2,"Catamarca","K",379,"10"
"Automotores",2023,2,"Chaco","H",1479,"22"
"Automotores",2023,2,"Chubut","U",2171,"26"
"Automotores",2023,2,"Ciudad Autónoma de Bs.As.","C",10763,"02"
"Automotores",2023,2,"Córdoba","X",13581,"14"
"Automotores",2023,2,"Corrientes","W",1857,"18"
"Automotores",2023,2,"Entre Ríos","E",4497,"30"
"Automotores",2023,2,"Formosa","P",614,"34"
"Automotores",2023,2,"Jujuy","Y",792,"38"
"Automotores",2023,2,"La Pampa","L",1778,"42"
"Automotores",2023,2,"La Rioja","F",406,"46"
"Automotores",2023,2,"Mendoza","M",5446,"50"
"Automotores",2023,2,"Misiones","N",1718,"54"
"Automotores",2023,2,"Neuquén","Q",2547,"58"
"Automotores",2023,2,"Río Negro","R",2365,"62"
"Automotores",2023,2,"Salta","A",1364,"66"
"Automotores",2023,2,"San Juan","J",1494,"70"
"Automotores",2023,2,"San Luis","D",1376,"74"
"Automotores",2023,2,"Santa Cruz","Z",920,"78"
"Automotores",2023,2,"Santa Fe","S",9937,"82"
"Automotores",2023,2,"Santiago del Estero","G",693,"86"
"Automotores",2023,2,"Tierra del Fuego","V",618,"94"
"Automotores",2023,2,"Tucumán","T",1955,"90"
"Automotores",2023,3,"Buenos Aires","B",56371,"06"
"Automotores",2023,3,"Catamarca","K",570,"10"
"Automotores",2023,3,"Chaco","H",1930,"22"
"Automotores",2023,3,"Chubut","U",2753,"26"
"Automotores",2023,3,"Ciudad Autónoma de Bs.As.","C",14271,"02"
"Automotores",2023,3,"Córdoba","X",17289,"14"
"Automotores",2023,3,"Corrientes","W",2523,"18"
"Automotores",2023,3,"Entre Ríos","E",5896,"30"
"Automotores",2023,3,"Formosa","P",754,"34"
"Automotores",2023,3,"Jujuy","Y",1019,"38"
"Automotores",2023,3,"La Pampa","L",2250,"42"
"Automotores",2023,3,"La Rioja","F",658,"46"
"Automotores",2023,3,"Mendoza","M",7629,"50"
"Automotores",2023,3,"Misiones","N",2283,"54"
"Automotores",2023,3,"Neuquén","Q",3526,"58"
"Automotores",2023,3,"Río Negro","R",3154,"62"
"Automotores",2023,3,"Salta","A",1674,"66"
"Automotores",2023,3,"San Juan","J",1942,"70"
"Automotores",2023,3,"San Luis","D",1848,"74"
"Automotores",2023,3,"Santa Cruz","Z",1184,"78"
"Automotores",2023,3,"Santa Fe","S",12937,"82"
"Automotores",2023,3,"Santiago del Estero","G",829,"86"
"Automotores",2023,3,"Tierra del Fuego","V",853,"94"
"Automotores",2023,3,"Tucumán","T",2709,"90"
"Automotores",2023,4,"Buenos Aires","B",50279,"06"
"Automotores",2023,4,"Catamarca","K",502,"10"
"Automotores",2023,4,"Chaco","H",1654,"22"
"Automotores",2023,4,"Chubut","U",2455,"26"
"Automotores",2023,4,"Ciudad Autónoma de Bs.As.","C",12796,"02"
"Automotores",2023,4,"Córdoba","X",15434,"14"
"Automotores",2023,4,"Corrientes","W",2093,"18"
"Automotores",2023,4,"Entre Ríos","E",5433,"30"
"Automotores",2023,4,"Formosa","P",592,"34"
"Automotores",2023,4,"Jujuy","Y",836,"38"
"Automotores",2023,4,"La Pampa","L",2138,"42"
"Automotores",2023,4,"La Rioja","F",515,"46"
"Automotores",2023,4,"Mendoza","M",6739,"50"
"Automotores",2023,4,"Misiones","N",2058,"54"
"Automotores",2023,4,"Neuquén","Q",3056,"58"
"Automotores",2023,4,"Río Negro","R",2729,"62"
"Automotores",2023,4,"Salta","A",1316,"66"
"Automotores",2023,4,"San Juan","J",1818,"70"
"Automotores",2023,4,"San Luis","D",1685,"74"
"Automotores",2023,4,"Santa Cruz","Z",985,"78"
"Automotores",2023,4,"Santa Fe","S",11290,"82"
"Automotores",2023,4,"Santiago del Estero","G",725,"86"
"Automotores",2023,4,"Tierra del Fuego","V",783,"94"
"Automotores",2023,4,"Tucumán","T",2298,"90"
"Automotores",2023,5,"Buenos Aires","B",54399,"06"
"Automotores",2023,5,"Catamarca","K",591,"10"
"Automotores",2023,5,"Chaco","H",1871,"22"
"Automotores",2023,5,"Chubut","U",2572,"26"
"Automotores",2023,5,"Ciudad Autónoma de Bs.As.","C",13387,"02"
"Automotores",2023,5,"Córdoba","X",16797,"14"
"Automotores",2023,5,"Corrientes","W",2457,"18"
"Automotores",2023,5,"Entre Ríos","E",6055,"30"
"Automotores",2023,5,"Formosa","P",629,"34"
"Automotores",2023,5,"Jujuy","Y",957,"38"
"Automotores",2023,5,"La Pampa","L",2200,"42"
"Automotores",2023,5,"La Rioja","F",622,"46"
"Automotores",2023,5,"Mendoza","M",7732,"50"
"Automotores",2023,5,"Misiones","N",2304,"54"
"Automotores",2023,5,"Neuquén","Q",3348,"58"
"Automotores",2023,5,"Río Negro","R",3090,"62"
"Automotores",2023,5,"Salta","A",1502,"66"
"Automotores",2023,5,"San Juan","J",1985,"70"
"Automotores",2023,5,"San Luis","D",1829,"74"
"Automotores",2023,5,"Santa Cruz","Z",1146,"78"
"Automotores",2023,5,"Santa Fe","S",12339,"82"
"Automotores",2023,5,"Santiago del Estero","G",901,"86"
"Automotores",2023,5,"Tierra del Fuego","V",816,"94"
"Automotores",2023,5,"Tucumán","T",2703,"90"
"Automotores",2023,6,"Buenos Aires","B",50530,"06"
"Automotores",2023,6,"Catamarca","K",497,"10"
"Automotores",2023,6,"Chaco","H",1763,"22"
"Automotores",2023,6,"Chubut","U",2273,"26"
"Automotores",2023,6,"Ciudad Autónoma de Bs.As.","C",13242,"02"
"Automotores",2023,6,"Córdoba","X",16467,"14"
"Automotores",2023,6,"Corrientes","W",2307,"18"
"Automotores",2023,6,"Entre Ríos","E",5621,"30"
"Automotores",2023,6,"Formosa","P",607,"34"
"Automotores",2023,6,"Jujuy","Y",803,"38"
"Automotores",2023,6,"La Pampa","L",2033,"42"
"Automotores",2023,6,"La Rioja","F",595,"46"
"Automotores",2023,6,"Mendoza","M",7237,"50"
"Automotores",2023,6,"Misiones","N",2198,"54"
"Automotores",2023,6,"Neuquén","Q",3127,"58"
"Automotores",2023,6,"Río Negro","R",2845,"62"
"Automotores",2023,6,"Salta","A",1526,"66"
"Automotores",2023,6,"San Juan","J",1811,"70"
"Automotores",2023,6,"San Luis","D",1851,"74"
"Automotores",2023,6,"Santa Cruz","Z",971,"78"
"Automotores",2023,6,"Santa Fe","S",11654,"82"
"Automotores",2023,6,"Santiago del Estero","G",883,"86"
"Automotores",2023,6,"Tierra del Fuego","V",740,"94"
"Automotores",2023,6,"Tucumán","T",2567,"90"
"Automotores",2023,7,"Buenos Aires","B",58997,"06"
"Automotores",2023,7,"Catamarca","K",658,"10"
"Automotores",2023,7,"Chaco","H",2167,"22"
"Automotores",2023,7,"Chubut","U",2648,"26"
"Automotores",2023,7,"Ciudad Autónoma de Bs.As.","C",14728,"02"
"Automotores",2023,7,"Córdoba","X",18547,"14"
"Automotores",2023,7,"Corrientes","W",2689,"18"
"Automotores",2023,7,"Entre Ríos","E",6173,"30"
"Automotores",2023,7,"Formosa","P",916,"34"
"Automotores",2023,7,"Jujuy","Y",1060,"38"
"Automotores",2023,7,"La Pampa","L",2347,"42"
"Automotores",2023,7,"La Rioja","F",676,"46"
"Automotores",2023,7,"Mendoza","M",7626,"50"
"Automotores",2023,7,"Misiones","N",2558,"54"
"Automotores",2023,7,"Neuquén","Q",3591,"58"
"Automotores",2023,7,"Río Negro","R",3154,"62"
"Automotores",2023,7,"Salta","A",1863,"66"
"Automotores",2023,7,"San Juan","J",2213,"70"
"Automotores",2023,7,"San Luis","D",2236,"74"
"Automotores",2023,7,"Santa Cruz","Z",1229,"78"
"Automotores",2023,7,"Santa Fe","S",13476,"82"
"Automotores",2023,7,"Santiago del Estero","G",981,"86"
"Automotores",2023,7,"Tierra del Fuego","V",816,"94"
"Automotores",2023,7,"Tucumán","T",3095,"90"
"Automotores",2023,8,"Buenos Aires","B",61111,"06"
"Automotores",2023,8,"Catamarca","K",700,"10"
"Automotores",2023,8,"Chaco","H",2295,"22"
"Automotores",2023,8,"Chubut","U",2727,"26"
"Automotores",2023,8,"Ciudad Autónoma de Bs.As.","C",15541,"02"
"Automotores",2023,8,"Córdoba","X",19192,"14"
"Automotores",2023,8,"Corrientes","W",2944,"18"
"Automotores",2023,8,"Entre Ríos","E",6855,"30"
"Automotores",2023,8,"Formosa","P",934,"34"
